mfcc_mean,mfcc_std,rolloff,zero_crossing_mean,zero_crossing_std,contrust_mean,contrust_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,flatness_mean,flatness_std,stft_mean,stft_std,rms_mean,rms_std,poly_mean,poly_std
-7.998043311941092,15.423286212488236,3491.5945131890203,0.053220745035210036,0.0386519168271255,23.648955236736633,5.103850587469689,1618.3372785322485,734.3148918995408,2283.9835008662094,514.9967038392329,0.012251623,0.07883858,0.2721021595653177,0.28473929267474074,0.07335251,0.05452471,0.6430401663321659,0.6037629146348175
-7.163730334038972,16.123496977760762,6487.334388390703,0.044300813538476064,0.040329174728883296,20.662278155018676,5.514407853643704,2894.4430162176436,1368.6848865696563,3913.561912246539,900.1585783308187,0.010450415,0.08489223,0.38853288360628824,0.3161341096629523,0.08701171,0.06419092,0.6872018582190718,0.6002456686056754
-6.284202978812837,14.684764130850192,6002.513509190533,0.037236879520531965,0.04290376283628704,20.893939657095313,5.201947308870226,2599.4909388359974,1215.4560957160515,3762.0047040905674,750.8561903944126,0.010378685,0.09030662,0.3992602654178084,0.3054799504881048,0.085992604,0.05573999,0.6580852028613554,0.528961085445268
-7.293266814807291,13.967384454220504,1483.3238176456985,0.023439027156017356,0.019354098471860433,21.610342650710766,4.602933536704343,969.4045932460549,722.8622008406819,1595.637103635206,757.1583406353178,0.003669751,0.055363223,0.35673302189210215,0.2570291040210964,0.08187939,0.026559966,0.7356743338732553,0.2892771853524289
-3.1881536660052396,14.770980077875572,1554.8650469406743,0.017457089473986297,0.008527149597186685,22.50713869551049,5.193797559073028,986.6588181153859,694.6141071440661,1951.7438845961417,901.7342334953444,0.0033476732,0.055461753,0.40348802375712567,0.2958740242436429,0.13920732,0.0883707,1.0412983748052167,0.6731325411789223
-5.870587875951776,14.769712785251173,2045.172254431137,0.02032317284355921,0.025832563914177653,21.536515506969955,5.552540167622053,1228.8149695399634,995.03097245908,2411.5794087782547,1010.5318073795227,0.010209374,0.09850267,0.35430759156892516,0.3057594064225006,0.08550851,0.054347362,0.5424978555338807,0.338406528491194
-4.235628240171824,12.747952337988965,2930.962893199256,0.02739073017675579,0.02472614787657087,23.109559145474243,4.373587101099548,1498.3665757564318,748.6513986628366,2424.8643454308894,696.998774829148,0.0022913911,0.044230994,0.41876103974305084,0.29024729619059714,0.09438476,0.034686632,0.7866771498686229,0.3071374201993994
-5.591566999775987,15.117826172179832,2079.9227428586564,0.020940692563332697,0.03052505266993515,22.049503102481868,5.388990158006104,1208.3181145277397,1053.7761280294274,2269.734316681232,966.9322196633311,0.00070168887,0.01092273,0.36322554668611035,0.3113963396385396,0.10179694,0.054816198,0.7002007974692256,0.3750917473388132
-4.922250584619876,12.785123876724679,1983.0243441059033,0.02406796490666487,0.01564248455527332,21.812031484316776,4.371318340172758,1216.9463445791591,605.5214574235298,2241.0391696321,585.01491270294,0.008234746,0.08874744,0.364372520185078,0.2884568987087343,0.11059938,0.04683148,0.8856316242314415,0.38484134680850374
-8.30110639590453,13.083277052977019,2520.4300358077735,0.02195259121713285,0.013189607948997387,23.030093294297323,4.749244059287916,1372.3858292988502,706.889829768312,2538.072570100809,842.7877453841335,0.00018647243,0.00060700875,0.378589356874127,0.3050721952282169,0.051460717,0.026736137,0.3743236509450044,0.19697509160124635
